DEPTH,AVTX,BVTX,CILD,CNDL,CNLS,CNPOR,CNSS,DCAL,DPOR,GR,LSPD,LTEN,RHOB,RHOC,RILD,RILM,RLL3,RXORT,SP,DT,ITT,MCAL,MI,MN,SPOR
1411.5,0.0,0.0,225.7559,26.1622,33.2956,33.2956,35.9021,8.094,24.0202,42.4488,,1084.297,2.2993,0.0103,4.4296,3.9501,8.6443,4.800450799999998,0.0811,96.8923,0.0,7.8253,8.3376,7.996,34.8602
1412.0,0.0,0.0,217.1435,26.9203,34.1226,34.1226,36.7063,8.0944,23.8491,44.3188,,1089.3821,2.3022,0.0119,4.6052,4.0338,9.3563,4.7960802666666655,0.0811,96.7962,0.0,7.8151,8.4671,7.9152,34.7922
1412.5,0.0,0.0,211.2225,28.0101,35.0072,35.0072,37.5062,8.0951,23.9976,52.0856,,1095.5208,2.2996,0.0151,4.7343,4.0641,9.1601,4.791709733333333,0.0811,96.9559,0.0,7.8584,8.2377,7.5186,34.9051
1413.0,0.0,0.0,208.8944,28.7377,35.5069,35.5069,37.9239,8.0957,24.489,62.1898,,1085.8885,2.2912,0.02,4.7871,4.0466,8.4545,4.7873392,0.0811,97.5109,0.0,7.8918,7.8132,7.0759,35.2976
1413.5,0.0,0.0,208.7595,30.0542,36.3513,36.3513,38.5784,8.0955,25.0733,69.3519,,1069.5261,2.2812,0.0257,4.7902,4.0033,7.8154,4.782968666666665,0.0811,98.3979,0.0,7.8823,7.3062,6.6838,35.925
1414.0,0.0,0.0,209.1103,32.2097,38.0073,38.0073,39.7255,8.0873,25.4168,71.349,,1066.6697,2.2754,0.0307,4.7822,3.962,7.4435,4.7785981333333325,0.0811,99.3356,0.0,7.8796,7.1586,6.5392,36.5881
1414.5,0.0,0.0,209.9518,34.1763,39.2579,39.2579,40.5278,8.0415,25.4235,70.095,,1083.2947,2.2753,0.0333,4.763,3.946,7.3991,4.7742276,0.0811,99.9986,0.0,7.8765,7.6871,6.8566,37.057
1415.0,0.0,0.0,211.4999,33.7599,39.006,39.006,40.3679,7.9846,25.2517,71.4993,,1103.191,2.2782,0.0317,4.7281,3.969,7.6424,4.769857066666665,0.0811,100.2331,0.0,7.8964,8.5841,7.5236,37.2228
1415.5,0.0,0.0,212.7021,31.9071,37.7665,37.7665,39.5668,7.9681,25.0122,76.8786,,1109.1249,2.2823,0.0263,4.7014,4.0335,7.923,4.765486533333332,0.0811,100.1233,0.0,7.9651,9.3128,8.2836,37.1452
1416.0,0.0,0.0,212.4703,29.9381,36.2773,36.2773,38.5233,7.9666,24.6811,83.022,,1102.4414,2.288,0.0198,4.7065,4.1321,8.2729,4.7611159999999995,0.0811,99.8911,0.0,8.0055,9.5206,8.8658,36.981
1416.5,0.0,0.0,210.5838,27.8229,34.8713,34.8713,37.3882,7.9658,24.3567,88.0875,,1104.4694,2.2935,0.014,4.7487,4.2479,8.8156,4.756745466666667,0.0811,99.7183,0.0,8.009,9.2528,9.1218,36.8588
1417.0,0.0,0.0,207.4055,27.1318,34.3194,34.3194,36.8904,7.9651,24.3425,91.0333,,1104.9574,2.2937,0.0082,4.8215,4.3585,9.2323,4.752374933333332,0.0811,99.6527,0.0,8.0067,8.7426,8.9937,36.8124
1417.5,0.0,0.0,203.6625,28.5536,35.3838,35.3838,37.8233,7.9598,24.7874,93.8415,,1104.1215,2.2861,0.0017,4.9101,4.4405,9.2377,4.748004399999999,0.0811,99.6718,0.0,7.9754,8.2862,8.5906,36.8259
1418.0,0.0,0.0,200.1506,31.3101,37.2515,37.2515,39.2195,7.9395,25.3955,95.8248,,1103.9585,2.2757,0.0019,4.9962,4.477,9.0492,4.743633866666666,0.0811,99.78,0.0,7.9122,7.9308,8.1126,36.9024
1418.5,0.0,0.0,197.7036,31.5726,37.4786,37.4786,39.3741,7.9165,25.714,92.5374,,1099.4437,2.2703,0.0021,5.0581,4.4619,8.8017,4.739263333333332,0.0811,99.9998,1.0,7.8584,7.4338,7.687,37.0579
1419.0,0.0,0.0,197.5601,28.8269,35.5658,35.5658,37.9715,7.8979,25.5865,88.9297,,1089.0148,2.2725,0.0023,5.0618,4.4015,8.5906,4.734892799999999,0.0811,100.3102,1.0,7.8178,6.7044,7.3835,37.2774
1419.5,0.0,0.0,200.6132,26.7059,33.8971,33.8971,36.4917,7.8821,25.211,88.4753,,1083.5116,2.2789,0.0025,4.9847,4.3127,8.5771,4.730522266666666,0.0811,100.6421,0.0,7.7861,6.0366,7.1413,37.5121
1420.0,0.0,0.0,205.8756,26.6282,33.8083,33.8083,36.4062,7.8805,24.905,87.5026,,1101.2961,2.2841,0.0083,4.8573,4.2188,8.2913,4.726151733333333,0.0811,100.927,0.0,7.7748,5.8638,6.8974,37.7136
1420.5,0.0,0.0,210.8745,27.6269,34.7243,34.7243,37.2584,7.925,24.8686,86.767,,1120.1617,2.2847,0.012,4.7422,4.1428,7.7749,4.721781199999999,0.0811,101.1307,0.0,7.7675,6.3949,7.028,37.8577
1421.0,0.0,0.0,213.8148,28.944,35.6426,35.6426,38.0332,8.0474,25.0294,85.5687,,1118.0264,2.282,0.0136,4.6769,4.101,7.6091,4.717410666666666,0.0811,101.2494,0.0,7.8127,7.3389,7.5714,37.9416
1421.5,0.0,0.0,214.6947,29.1775,35.794,35.794,38.1531,8.141,25.0993,85.5557,,1102.2974,2.2808,0.0149,4.6578,4.0998,7.8463,4.713040133333333,0.0811,101.2808,0.0,7.8979,8.0626,7.959,37.9638
1422.0,0.0,0.0,214.6412,27.7491,34.8167,34.8167,37.3402,8.2022,24.9113,90.6168,,1095.4856,2.284,0.0165,4.6589,4.1357,8.2879,4.708669599999999,0.0811,101.2146,0.0,7.9279,8.487,8.0673,37.917
1422.5,0.0,0.0,214.6732,25.7918,32.9943,32.9943,35.599,8.2646,24.6439,94.3933,,1100.9708,2.2886,0.017,4.6582,4.1981,8.7094,4.704299066666666,0.0811,101.0678,0.0,7.9258,8.8171,8.1275,37.8132
1423.0,0.0,0.0,214.5942,23.5825,31.558,31.558,34.1125,8.321,24.6037,92.3818,,1099.1793,2.2893,0.0145,4.66,4.274,8.9619,4.699928533333333,0.0811,100.9024,0.0,7.9253,9.0526,8.2103,37.6962
1423.5,0.0,1.0,213.0834,23.7152,31.6868,31.6868,34.2472,8.3793,24.8526,89.6122,,1092.7892,2.285,0.0092,4.693,4.3527,8.9683,4.695557999999998,0.0811,100.7844,0.0,7.9269,9.0296,8.2491,37.6127
1424.0,0.0,0.0,209.3938,26.4372,33.5859,33.5859,36.1895,8.437,25.1326,89.5669,,1094.469,2.2802,0.0035,4.7757,4.4276,8.8653,4.6911874666666655,0.0811,100.7387,0.0,7.9199,8.5328,8.0698,37.5804
1424.5,0.0,0.0,204.3123,29.728,36.1443,36.1443,38.4233,8.4934,25.0692,91.4558,,1099.4838,2.2813,0.001,4.8945,4.4958,8.7889,4.686816933333333,0.0811,100.7437,0.0,7.9223,7.7086,7.6571,37.584
1425.0,0.0,0.0,199.2738,30.8276,36.8713,36.8713,38.9548,8.5547,24.4604,92.4534,,1094.5717,2.2917,0.0042,5.0182,4.5562,8.8215,4.6824464,0.0811,100.751,0.0,7.9248,7.0942,7.2585,37.5891
1425.5,0.0,0.0,195.3679,27.5381,34.6558,34.6558,37.1972,8.6063,23.5065,88.6886,,1086.5062,2.308,0.011,5.1185,4.6082,8.9072,4.678075866666665,0.0811,100.7165,0.0,7.9183,6.9697,6.9131,37.5647
1426.0,0.0,0.0,193.022,23.9288,31.8721,31.8721,34.4409,8.6592,22.6848,85.1638,,1091.1759,2.3221,0.0158,5.1808,4.6507,8.9931,4.6737053333333325,0.0811,100.6408,0.0,7.9231,7.1769,6.5864,37.5112
1426.5,0.0,0.0,191.9828,23.1615,31.1393,31.1393,33.6747,8.7245,22.2631,88.0535,,1092.5046,2.3293,0.0161,5.2088,4.6832,9.0897,4.6693348,0.0811,100.5835,0.0,7.9252,7.2566,6.4162,37.4706
1427.0,0.0,0.0,191.514,25.6091,32.8747,32.8747,35.4775,8.7876,22.1016,93.4367,,1085.8018,2.3321,0.0155,5.2216,4.706,9.0855,4.664964266666665,0.0811,100.6144,0.0,7.9204,7.0092,6.522,37.4925
1427.5,0.0,0.0,191.0782,28.7896,35.5412,35.5412,37.9517,8.8416,22.0087,98.0215,,1091.5873,2.3337,0.0187,5.2335,4.7201,8.9771,4.660593733333332,0.0811,100.7458,0.0,7.9797,6.7793,6.8487,37.5854
1428.0,0.0,0.0,190.6582,30.5275,36.6614,36.6614,38.805,8.8821,21.9318,101.9972,,1086.29,2.335,0.0265,5.245,4.7259,8.9394,4.6562231999999995,0.0811,100.9269,0.0,8.0872,6.7892,7.2084,37.7135
1428.5,0.0,0.0,190.3851,29.739,36.1512,36.1512,38.4286,8.8955,21.7314,102.174,,1077.5983,2.3384,0.037,5.2525,4.7216,8.9469,4.651852666666667,0.0811,101.0976,1.0,8.1543,6.8477,7.3777,37.8343
1429.0,0.0,0.0,190.4121,28.7062,35.4859,35.4859,37.9069,8.878,21.2526,99.3536,,1088.5618,2.3466,0.0459,5.2518,4.7007,8.9077,4.647482133333332,0.0811,101.232,1.0,8.2039,7.0953,7.3766,37.9293
1429.5,0.0,0.0,191.1647,28.478,35.3328,35.3328,37.7812,8.8381,20.67,97.0557,,1099.2587,2.3565,0.0478,5.2311,4.6498,8.7212,4.643111599999999,0.0811,101.3486,0.0,8.2534,7.3872,7.3459,38.0117
1430.0,0.0,0.0,193.4491,29.1965,35.8062,35.8062,38.1627,8.8157,20.3695,95.6525,,1092.3054,2.3617,0.041,5.1693,4.5506,8.4581,4.638741066666666,0.0811,101.5056,0.0,8.2927,7.1849,7.2174,38.1228
1430.5,0.0,0.0,198.4138,30.7871,36.8421,36.8421,38.9341,8.7964,20.5206,96.1166,,1080.1997,2.3591,0.0304,5.04,4.3872,8.4017,4.634370533333332,0.0811,101.8126,0.0,8.3091,6.9795,7.1257,38.3399
1431.0,0.0,0.0,207.2521,32.0641,37.8946,37.8946,39.6515,8.7612,21.0132,98.3313,,1082.5686,2.3507,0.0239,4.825,4.158,8.6122,4.629999999999999,0.0811,102.4884,0.0,8.3032,7.1322,7.177,38.8178
1431.5,0.0,0.0,220.4723,32.776,38.3993,38.3993,39.98,8.7336,21.6674,97.8241,,1095.9834,2.3395,0.0271,4.5357,3.8827,8.6377,4.625629466666666,0.0811,103.8734,0.0,8.2831,6.6381,6.7253,39.7973
1432.0,0.0,0.0,237.1907,32.3549,38.1138,38.1138,39.795,8.731,22.3137,94.2984,,1095.2037,2.3284,0.0407,4.216,3.5953,7.6383,4.621258933333333,0.0811,106.2409,0.0,8.2959,5.1322,5.4494,41.4716
1432.5,0.0,0.0,255.2841,31.0517,37.0401,37.0401,39.0733,8.7835,22.8327,95.375,,1092.67,2.3196,0.0595,3.9172,3.3291,6.2032,4.616888399999999,0.0811,109.5014,0.0,8.4577,3.6403,4.1304,43.7775
1433.0,0.0,0.0,272.9869,29.9261,36.2697,36.2697,38.5177,8.9221,23.1835,101.5284,,1092.5361,2.3136,0.0743,3.6632,3.1059,5.4404,4.612517866666666,0.0811,113.1214,0.0,8.7436,3.0279,3.456,46.3376
1433.5,0.0,0.0,290.2557,31.6443,37.5412,37.5412,39.4163,8.9996,23.327,105.7463,,1088.4181,2.3111,0.0788,3.4452,2.9346,5.2295,4.608147333333333,0.0811,116.3732,0.0,8.7735,2.9686,3.3128,48.6373
1434.0,0.0,0.0,307.3706,36.6135,40.7547,40.7547,41.4881,8.9839,23.2059,110.4198,,1109.959,2.3132,0.074,3.2534,2.8149,5.1523,4.603776799999999,0.0811,118.7014,0.0,8.7112,2.9752,3.3934,50.2839
1434.5,0.0,0.0,323.3784,41.0053,43.5515,43.5515,43.3804,8.9698,22.8089,117.8588,,1140.484,2.32,0.0656,3.0924,2.7416,5.0975,4.599406266666666,0.0811,119.9204,0.0,8.7121,3.0063,3.4661,51.146
1435.0,0.0,0.0,336.5142,42.3155,44.4122,44.4122,43.9884,8.9896,22.2249,121.3645,,1155.59,2.33,0.059,2.9716,2.7069,5.2209,4.595035733333333,0.0811,120.1487,0.0,8.556,3.1167,3.551,51.3074
1435.5,0.0,0.0,345.3114,42.1328,44.2914,44.2914,43.9023,8.9216,21.646,120.7118,,1147.1134,2.3399,0.0563,2.8959,2.7013,5.6403,4.590665199999998,0.0811,119.6404,0.0,8.364,3.2868,3.7445,50.9479
1436.0,0.0,0.0,349.3265,41.7615,44.0467,44.0467,43.7288,8.7439,21.2741,119.296,,1133.0291,2.3462,0.0576,2.8627,2.7158,6.1214,4.5862946666666655,0.0811,118.7043,0.0,8.2912,3.3631,3.9067,50.2859
1436.5,0.0,0.0,348.8051,39.7838,42.7602,42.7602,42.832,8.6352,21.1789,115.9779,,1127.1918,2.3478,0.0624,2.8669,2.7432,6.1915,4.581924133333333,0.0811,117.6907,0.0,8.3348,3.299,3.9597,49.5691
1437.0,0.0,0.0,344.1775,35.5119,40.0735,40.0735,41.0471,8.6525,21.3316,111.7764,,1104.5249,2.3452,0.0691,2.9055,2.7788,5.9785,4.5775536,0.0811,116.9091,0.0,8.596,3.2667,3.9752,49.0163
1437.5,0.0,0.0,336.6477,31.7793,37.6583,37.6583,39.4947,8.7004,21.7429,107.6857,,1088.8478,2.3382,0.0735,2.9705,2.8206,5.8621,4.573183066666665,0.0811,116.4796,1.0,8.8059,3.2889,3.9844,48.7126
1438.0,0.0,0.0,328.471,30.4558,36.6131,36.6131,38.7702,8.6582,22.3435,103.6406,,1098.3436,2.3279,0.0729,3.0444,2.867,5.8944,4.5688125333333325,0.0811,116.274,1.0,8.7403,3.3002,3.9522,48.5672
1438.5,0.0,0.0,321.7409,29.6897,36.1201,36.1201,38.4049,8.5707,22.8299,102.5509,,1113.6946,2.3196,0.069,3.1081,2.9164,5.9918,4.564442,0.0811,116.0444,0.0,8.5335,3.3117,3.9207,48.4048
1439.0,0.0,0.0,317.0415,29.0158,35.6894,35.6894,38.0705,8.4966,22.9375,104.9754,,1113.0571,2.3178,0.0645,3.1542,2.9674,6.1703,4.560071466666665,0.0811,115.6343,0.0,8.3914,3.3185,3.9429,48.1148
1439.5,0.0,0.0,313.3888,29.0419,35.7063,35.7063,38.0839,8.3852,22.7595,107.7296,,1094.4786,2.3208,0.0593,3.1909,3.0201,6.3858,4.555700933333332,0.0811,115.0776,0.0,8.317,3.3263,4.0365,47.7211
1440.0,0.0,0.0,309.2191,29.645,36.0918,36.0918,38.3834,8.2884,22.5118,110.3118,,1092.265,2.325,0.0538,3.234,3.0755,6.4233,4.551330399999999,0.0811,114.5018,0.0,8.2747,3.2717,4.0925,47.3139
1440.5,0.0,0.0,303.4814,30.8962,36.9216,36.9216,38.9903,8.2591,22.1111,112.976,,1099.2251,2.3319,0.0515,3.2951,3.1332,6.2118,4.546959866666667,0.0811,113.9247,0.0,8.338,3.2027,4.1016,46.9057
1441.0,0.0,0.0,296.7536,33.2113,38.6731,38.6731,40.1558,8.2734,21.2929,116.2778,,1097.1833,2.3459,0.0541,3.3698,3.1885,6.2422,4.542589333333332,0.0811,113.1852,0.0,8.4222,3.5389,4.4192,46.3827
1441.5,0.0,0.0,291.0876,36.2098,40.5041,40.5041,41.325,8.2868,20.1231,119.7297,,1095.1667,2.3659,0.0572,3.4354,3.2311,6.9236,4.538218799999999,0.0811,112.1531,0.0,8.3748,4.1656,5.0158,45.6529
1442.0,0.0,0.0,288.1483,36.5714,40.7285,40.7285,41.471,8.284,19.0825,117.0011,,1095.6512,2.3837,0.0565,3.4704,3.249,7.7346,4.533848266666666,0.0811,110.9913,0.0,8.2253,4.1115,5.1299,44.8312
1442.5,0.0,0.0,288.0978,34.9989,39.7589,39.7589,40.846,8.2819,18.5623,108.4378,,1096.1085,2.3926,0.0557,3.471,3.2348,7.5667,4.529477733333332,0.0811,110.1343,0.0,8.2064,3.4543,4.5794,44.2251
1443.0,0.0,0.0,290.0012,35.1386,39.8444,39.8444,40.9005,8.2993,18.5059,98.7586,,1102.8555,2.3935,0.0611,3.4483,3.1906,7.0965,4.525107199999999,0.0811,109.9941,0.0,8.3224,2.9413,4.0462,44.1259
1443.5,0.0,0.0,292.8149,38.2402,41.7752,41.7752,42.1636,8.3575,18.7424,93.7539,,1103.5638,2.3895,0.0708,3.4151,3.1254,6.925,4.520736666666666,0.0811,110.6699,0.0,8.4483,2.7506,3.8023,44.6039
1444.0,0.0,0.0,296.4318,41.4186,43.8216,43.8216,43.5699,8.414,19.3001,96.8623,,1093.8795,2.38,0.0784,3.3735,3.0506,6.8373,4.516366133333333,0.0811,111.8978,0.0,8.5096,2.7893,3.756,45.4723
1444.5,0.0,0.0,301.7265,41.2078,43.6837,43.6837,43.473,8.4973,20.1278,102.8694,,1101.1813,2.3658,0.0832,3.3143,2.9749,6.6863,4.511995599999999,0.0811,113.2634,0.0,8.5191,2.8925,3.7661,46.4381
1445.0,0.0,0.0,309.1603,37.7701,41.4785,41.4785,41.9654,8.6028,20.9116,106.2659,,1120.2306,2.3524,0.0885,3.2346,2.9038,6.3671,4.507625066666666,0.0811,114.4649,0.0,8.6735,2.9139,3.7019,47.2878
1445.5,0.0,0.0,317.8786,35.5728,40.1109,40.1109,41.0712,8.6334,21.3955,105.6624,,1127.9615,2.3441,0.0937,3.1459,2.8397,5.9372,4.503254533333333,0.0811,115.3916,0.0,8.7805,2.8755,3.5955,47.9432
1446.0,0.0,0.0,326.4738,37.8035,41.4995,41.4995,41.9794,8.6209,21.5959,105.5769,,1133.7626,2.3407,0.0946,3.063,2.7829,5.6753,4.4988839999999986,0.0811,116.04,0.0,8.7608,2.8062,3.5126,48.4017
1446.5,0.0,0.0,334.1887,42.4165,44.479,44.479,44.0361,8.6395,21.5955,103.6591,,1139.3831,2.3407,0.091,2.9923,2.7329,5.605,4.494513466666666,0.0811,116.4459,1.0,8.7621,2.6745,3.446,48.6887
1447.0,0.0,0.0,340.9578,45.4696,46.5369,46.5369,45.5393,8.6961,21.3944,98.4795,,1147.1637,2.3442,0.0863,2.9329,2.6884,5.629,4.490142933333333,0.0811,116.6932,0.0,8.6138,2.5852,3.4303,48.8636
1447.5,0.0,0.0,346.7619,45.0376,46.2414,46.2414,45.3194,8.7753,21.0379,100.049,,1161.6812,2.3503,0.0826,2.8838,2.6484,5.6642,4.485772399999998,0.0811,116.9055,0.0,8.4944,2.6112,3.4815,49.0138
1448.0,0.0,0.0,351.3645,41.7829,44.0608,44.0608,43.7387,8.8221,20.6767,107.8461,,1177.6975,2.3564,0.0798,2.846,2.6124,5.6345,4.4814018666666655,0.0811,117.1741,0.0,8.5284,2.6712,3.5073,49.2037
1448.5,0.0,0.0,354.3583,36.9038,40.9355,40.9355,41.6066,8.8336,20.4297,111.2486,,1189.0175,2.3607,0.0783,2.822,2.5804,5.5678,4.477031333333333,0.0811,117.5013,0.0,8.6007,2.7154,3.4924,49.4351
1449.0,0.0,0.0,355.9311,31.59,37.4938,37.4938,39.3844,8.8828,20.2798,111.2247,,1167.0919,2.3632,0.0785,2.8095,2.5526,5.5268,4.4726608,0.0811,117.8287,0.0,8.6877,2.7509,3.4806,49.6667
1449.5,0.0,1.0,357.4508,28.0112,35.008,35.008,37.5069,8.9085,20.1197,110.7327,,1135.4855,2.366,0.0796,2.7976,2.5293,5.5137,4.468290266666665,0.0811,118.0952,0.0,8.7482,2.8424,3.4868,49.8551
1450.0,0.0,0.0,360.0982,27.0462,34.2421,34.2421,36.8185,8.8695,19.9276,109.0909,,1133.1566,2.3692,0.0791,2.777,2.5108,5.5238,4.4639197333333325,0.0811,118.2613,0.0,8.7741,2.9734,3.5165,49.9726
1450.5,0.0,0.0,363.8476,27.4684,34.6009,34.6009,37.1479,8.8385,19.8928,106.7971,,1136.9614,2.3698,0.0742,2.7484,2.4975,5.5596,4.4595492,0.0811,118.3192,0.0,8.6831,3.0543,3.5525,50.0136
1451.0,0.0,0.0,368.1483,29.1649,35.7859,35.7859,38.1468,8.8193,20.2641,101.9644,,1133.2639,2.3635,0.064,2.7163,2.4902,5.5831,4.455178666666665,0.0811,118.3056,0.0,8.6811,3.0339,3.5725,50.004
1451.5,0.0,0.0,372.5577,31.7342,37.6193,37.6193,39.4687,8.7868,21.0468,97.086,,1137.7097,2.3501,0.0506,2.6841,2.4887,5.5654,4.450808133333332,0.0811,118.3002,0.0,8.7595,2.9718,3.5483,50.0002
1452.0,0.0,0.0,376.8238,34.0276,39.1678,39.1678,40.4707,8.8129,21.9308,93.3077,,1149.3094,2.335,0.0386,2.6538,2.4917,5.5314,4.446437599999999,0.0811,118.3925,0.0,8.7333,2.9778,3.4958,50.0654
1452.5,0.0,0.0,380.8398,36.0124,40.382,40.382,41.2459,8.8861,22.5316,89.3592,,1138.3516,2.3247,0.0326,2.6258,2.4959,5.4873,4.442067066666667,0.0811,118.6215,0.0,8.6336,3.0332,3.4661,50.2273
1453.0,0.0,0.0,384.5712,38.6284,42.0214,42.0214,42.3291,8.9043,22.6583,90.7762,,1129.8708,2.3225,0.0334,2.6003,2.4981,5.431,4.437696533333332,0.0811,118.9443,0.0,8.6325,3.0321,3.4585,50.4556
1453.5,0.0,0.0,388.056,41.4156,43.8196,43.8196,43.5685,8.9185,22.4144,97.175,,1134.0696,2.3267,0.0375,2.5769,2.4961,5.3803,4.433325999999999,0.0811,119.2708,0.0,8.6912,2.9214,3.425,50.6866
1454.0,0.0,0.0,391.4631,43.6607,45.3091,45.3091,44.6345,8.9226,22.0738,101.3989,,1123.8308,2.3325,0.0403,2.5545,2.4903,5.3458,4.428955466666666,0.0811,119.5251,0.0,8.6529,2.7428,3.3356,50.8664
1454.5,0.0,0.0,394.8359,45.5134,46.567,46.567,45.5617,8.8994,21.8492,101.8584,,1108.3217,2.3364,0.0404,2.5327,2.4825,5.3593,4.424584933333332,0.0811,119.69,0.0,8.5571,2.603,3.268,50.983
1455.0,0.0,0.0,397.8466,45.7471,46.7276,46.7276,45.6819,8.878,21.8114,99.6908,,1112.2037,2.337,0.0392,2.5135,2.4747,5.398,4.420214399999999,0.0811,119.8089,1.0,8.465,2.5681,3.2598,51.0671
1455.5,1.0,0.0,400.0921,42.5036,44.5367,44.5367,44.0773,8.8823,21.9891,100.4849,,1122.713,2.334,0.0391,2.4994,2.4679,5.3976,4.415843866666666,0.0811,119.9233,0.0,8.5034,2.6153,3.2883,51.148
1456.0,0.0,0.0,401.5367,37.0302,41.0144,41.0144,41.6584,8.8894,22.3621,103.6905,,1124.717,2.3276,0.0415,2.4904,2.4618,5.3655,4.411473333333333,0.0811,119.9988,0.0,8.5223,2.6722,3.3442,51.2014
1456.5,0.0,0.0,402.6474,32.7099,38.3561,38.3561,39.9522,8.9149,22.7424,100.0427,,1117.4064,2.3211,0.0477,2.4836,2.4553,5.3887,4.407102799999999,0.0811,119.9522,0.0,8.5028,2.6915,3.3969,51.1685
1457.0,0.0,0.0,404.1604,31.1401,37.1105,37.1105,39.1223,8.8819,22.8826,92.0984,,1102.5275,2.3187,0.0577,2.4743,2.4471,5.4876,4.402732266666666,0.0811,119.7732,0.0,8.5354,2.7535,3.4176,51.0419
1457.5,0.0,0.0,406.3307,31.1604,37.127,37.127,39.1337,8.8076,22.7389,86.7893,,1098.4503,2.3212,0.0688,2.461,2.4369,5.5779,4.398361733333333,0.0811,119.5914,0.0,8.4785,2.8313,3.3869,50.9133
1458.0,0.0,0.0,408.5093,33.0894,38.5978,38.5978,40.1076,8.7615,22.5123,83.4297,,1105.6417,2.325,0.0769,2.4479,2.4257,5.4639,4.3939911999999985,0.0811,119.5798,0.0,8.4451,2.7582,3.2879,50.9051
1458.5,0.0,0.0,409.9604,36.1365,40.4588,40.4588,41.2956,8.7738,22.4166,82.8603,,1105.1396,2.3267,0.0782,2.4393,2.4148,5.2695,4.389620666666666,0.0811,119.7929,0.0,8.5696,2.6839,3.171,51.0558
1459.0,0.0,0.0,410.7851,37.1095,41.064,41.064,41.6911,8.8389,22.4751,83.14,,1108.7391,2.3257,0.0729,2.4344,2.4051,5.2382,4.385250133333333,0.0811,120.1173,0.0,8.6076,2.7583,3.1621,51.2852
1459.5,0.0,0.0,411.8688,36.9113,40.9402,40.9402,41.6097,8.878,22.5768,86.0323,,1123.2675,2.3239,0.0647,2.428,2.3963,5.3854,4.3808796,0.0811,120.3792,0.0,8.5762,2.881,3.2823,51.4705
1460.0,0.0,0.0,414.0365,38.1644,41.7273,41.7273,42.1315,8.8633,22.6406,93.5591,,1128.9435,2.3228,0.0575,2.4152,2.3872,5.5438,4.3765090666666655,0.0811,120.4969,0.0,8.5364,2.9369,3.3443,51.5537
1460.5,0.0,0.0,417.0246,41.0547,43.5837,43.5837,43.4029,8.8495,22.6198,99.7601,,1120.493,2.3232,0.0527,2.3979,2.377,5.5583,4.372138533333333,0.0811,120.5341,0.0,8.4907,2.8903,3.2769,51.58
1461.0,0.0,0.0,419.5411,43.2459,45.031,45.031,44.4328,8.8199,22.497,103.5894,,1110.2969,2.3253,0.0489,2.3836,2.3658,5.481,4.367768,0.0811,120.6048,0.0,8.4924,2.8003,3.2279,51.63
1461.5,0.0,0.0,420.773,43.2696,45.0469,45.0469,44.4443,8.7551,22.4009,107.9306,,1119.0359,2.3269,0.0441,2.3766,2.3543,5.4429,4.363397466666665,0.0811,120.7578,0.0,8.5187,2.7718,3.1877,51.7382
1462.0,0.0,0.0,421.1516,42.6145,44.6103,44.6103,44.13,8.7203,22.5558,111.6954,,1120.177,2.3243,0.0375,2.3744,2.3434,5.464,4.3590269333333325,0.0811,120.9714,0.0,8.447,2.8137,3.1109,51.8892
1462.5,0.0,0.0,421.5539,42.7734,44.7159,44.7159,44.2058,8.7201,23.011,113.4613,,1122.2947,2.3165,0.0296,2.3722,2.3335,5.509,4.3546564,0.0811,121.2063,0.0,8.3324,2.7497,3.0896,52.0554
1463.0,0.0,0.0,422.5596,42.7411,44.6944,44.6944,44.1903,8.6748,23.527,109.8574,,1122.4005,2.3077,0.0222,2.3665,2.3239,5.4705,4.350285866666665,0.0811,121.4437,1.0,8.2874,2.6222,3.1338,52.2232
1463.5,0.0,0.0,424.5149,41.2244,43.6945,43.6945,43.4806,8.6742,23.8324,101.9847,,1117.8431,2.3025,0.0169,2.3556,2.3132,5.4604,4.345915333333332,0.0811,121.7124,1.0,8.2783,2.6458,3.1837,52.4133
1464.0,0.0,0.0,427.5038,38.8698,42.175,42.175,42.4329,8.6863,23.9275,98.9086,,1114.476,2.3008,0.0153,2.3392,2.2996,5.6014,4.341544799999999,0.0811,122.088,0.0,8.1914,2.8096,3.228,52.6789
1464.5,0.0,0.0,431.2589,37.3984,41.2449,41.2449,41.8104,8.6581,23.9668,101.4767,,1117.8511,2.3002,0.0189,2.3188,2.2819,5.6102,4.337174266666667,0.0811,122.6329,0.0,8.1172,2.904,3.2491,53.0643
1465.0,0.0,0.0,435.4016,37.5306,41.3279,41.3279,41.8654,8.639,23.9424,104.7897,,1124.9087,2.3006,0.029,2.2967,2.2595,5.4885,4.332803733333332,0.0811,123.3282,0.0,8.0915,2.8739,3.2163,53.556
1465.5,0.0,0.0,439.7007,38.6176,42.0145,42.0145,42.3245,8.637,23.8122,107.6113,,1120.3013,2.3028,0.043,2.2743,2.233,5.4152,4.328433199999999,0.0811,124.0726,0.0,8.0968,2.8756,3.1537,54.0824
1466.0,0.0,0.0,444.2524,39.1097,42.328,42.328,42.5367,8.637,23.8161,107.3998,,1117.0143,2.3027,0.0528,2.251,2.2029,5.4351,4.324062666666666,0.0811,124.7615,0.0,8.0966,2.9528,3.1989,54.5697
1466.5,0.0,0.0,449.539,37.5251,41.3244,41.3244,41.8631,8.6387,24.2823,106.4118,,1113.1595,2.2948,0.0518,2.2245,2.1696,5.4278,4.319692133333332,0.0811,125.36,0.0,8.0884,2.9622,3.2598,54.9929
